2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
2.25e+06,1.28825e+20,2.6087e+32
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
1.5e+06,3.81703e+19,3.43533e+31
